Rf,Rf2,2Rf2,3Rf2,Rf3,2Rf3,3Rf3,Rf4,2Rf4,3Rf4,Rf5,2Rf5,3Rf5,Rf6,2Rf6,3Rf6,Rf7,2Rf7,3Rf7,Rf8,2Rf8,3Rf8,He1,Me1,Ku1,He2,Me2,Ku2,He3,Me3,Ku3,He4,Me4,Ku4,He5,Me5,Ku5,He6,Me6,Ku6,He7,Me7,Ku7,He8,Me8,Ku8
43.600349,0.009253099288663125,0.0012339154083094734,0.004514499725115813,0.01230744127700402,0.0038003193133098016,0.001383238538677574,0.0012561459479309687,0.0009927242048196263,0.0007303244516300185,0.03772639062126093,0.016039370953137087,0.007261369152475744,0.0005356557597784085,0.0003746400259656068,0.00006857712117779357,0.002855737392223419,0.006962908438992655,0.0014106199254522401,0.0016458243618131996,0.0026297398550116993,0.0003648985442260082,0.9872304469735529,0.44056591391563416,3.4660824227713123,1.9264063504842792,0.44269952178001404,-0.7642700611745421,1.6479278511726954,0.4407941699028015,-0.6208396328400423,1.5847233059546746,0.4408719539642334,-0.024007544361162925,1.7302366595106606,0.45272648334503174,-0.22280837066048065,1.9524082412442973,0.441152423620224,-0.9645467852423533,1.6585064587540912,0.448824018239975,-0.1236860571966516,1.7360733733276603,0.4422647953033447,0.12035265617118984
46.000368,0.009112033863223283,0.0034686138689479272,0.0034464285779039643,0.013056501685165154,0.004711756633489997,0.001661969723806907,0.002477455657537885,0.001083961695303806,0.0006591372768219758,0.045767274209820345,0.017458873228212893,0.007866615559078057,0.0006450322639146742,0.0005227296763500153,0.00009758908975930562,0.0003884398199861832,0.008001025171478656,0.002076074412814117,0.0018401144116178198,0.0031600922285804456,0.00042817952692556833,0.8335544867731928,0.41771164536476135,3.3925993329312503,1.9274730572835677,0.41984793543815613,-0.7393742198308182,1.6365609035970776,0.41806694865226746,-0.5006925516794261,1.4738064803732165,0.4181605875492096,-0.026247496611249588,1.9023274837487163,0.417782187461853,-0.31314126872668746,1.9866320601586702,0.41843515634536743,-0.8976868006245553,1.7355241687747527,0.4172002673149109,-0.18763433554850817,1.7266725096333724,0.41970282793045044,0.039814768928034816
48.000384,0.0011442773582717933,0.0004590823325756242,0.0027265171243738753,0.0022609363158879454,0.0011158717211258622,0.0004541628973345572,0.0003377398849984623,0.00021060554755922988,0.0009023578513601429,0.010164918279745005,0.0027779156877548233,0.010073721565455352,0.00023755744205487917,0.0004833614529350425,0.00002989830079818293,0.001659672025125369,0.0013568030790895352,0.003598870346571396,0.00025886650142366866,0.00044884992415075654,0.00011583803035979454,0.8589325046816538,0.44455063343048096,3.2978638497689046,1.8019474712706849,0.44489628076553345,-0.7513047314119139,1.65078201071407,0.4447869658470154,-0.44855588376409106,1.2765722047873158,0.4448551535606384,0.08946328318612906,1.763504683158248,0.4415294826030731,-0.2571768184729568,2.0092805411439807,0.44512805342674255,-0.9588384375013819,1.690606054153192,0.4432637691497803,-0.025290818418814087,1.750611225682533,0.44625601172447205,-0.018337969932783693
50.0004,0.00853973659361117,0.005465284937777206,0.004257325072055545,0.01746916566016946,0.00703410678399525,0.0020720055876068733,0.0032585905028850413,0.0015513836825183746,0.0011619014332476323,0.06395697258357923,0.026607664553068833,0.010032573663212965,0.0014305935198949094,0.0006040664459372573,0.0000150198689079056,0.010553383479244616,0.014512598069531896,0.0044393743173020235,0.0019621466799121896,0.00426508635457372,0.0004211495430682931,0.813357491811847,0.3960018754005432,3.2034844192297482,1.9085710780909582,0.39591625332832336,-0.7829243906831933,1.6389554400582542,0.3959409296512604,-0.3581113386862884,1.3532451610131824,0.39604616165161133,0.09301783109170358,1.8355817602913285,0.39782166481018066,-0.36655228439627896,2.0292964270532816,0.396344929933548,-0.989356551101054,1.6993272320343757,0.395908385515213,-0.34200712898078534,1.7556778684702161,0.39753371477127075,-0.04285683973877008
52.000416,0.00489321746838819,0.003022984284608734,0.0010543376428488727,0.006450247772850332,0.002049049421511561,0.0003371707617209691,0.0013548727087936707,0.0005416637247120782,0.0001547210189285589,0.018841978473777065,0.007814413873214444,0.0019693746920527427,0.0002486080898181195,0.00021442553661566206,0.000033491667134044115,0.002410106276396047,0.004713936127270423,0.0004908559266630528,0.0009691578998564707,0.0014981047533537916,0.00002360003777660937,0.9016775454456298,0.4060111343860626,3.120201285127388,1.888696610240702,0.40665408968925476,-0.7289814931240999,1.6399851485628876,0.40573766827583313,-0.2649137667259449,1.4572559707076693,0.4058379828929901,0.06319249706086927,1.745031698748303,0.4082898199558258,0.06334332064919668,1.963997389009733,0.40614041686058044,-0.9880370216305407,1.674865582892194,0.40502187609672546,-0.056272326251103344,1.7446427218826903,0.4073038399219513,-0.023934927820654206
53.600429,0.0031587115149864847,0.0010080618618401912,0.00387813752146252,0.002357541779660726,0.0006030392781887932,0.000700757309435474,0.0004859854264546675,0.0002037425792938568,0.0010885299905924795,0.011937769973318782,0.001999782948571718,0.004690521961744627,0.001877231467245287,0.00044073326640528673,0.0006221536404382667,0.0006525103566819485,0.000645355101969855,0.001227667218262922,0.00039129597784426167,0.00043955217684976433,0.00009305926653852116,0.7582231267501245,0.44464820623397827,3.139310413423507,1.81932050122721,0.44675785303115845,-0.6388883860634724,1.560570589603974,0.4448259174823761,0.08927698394997119,1.5046821304968812,0.44491055607795715,0.14274572267579977,1.859187499715448,0.4647786617279053,-0.2436161198682938,1.6799128028093522,0.4456327557563782,-0.02081740707593216,1.3670801895377207,0.4487260580062866,0.2272314388248695,1.755195888000072,0.44637638330459595,-0.14881392947346583
56.400451,0.008419067187402197,0.0025011987769832456,0.003962102858665104,0.012083877199619725,0.00563625343953173,0.0008009971697428847,0.0007841174821576018,0.0015576605214050387,0.0008168681407212998,0.03239265109796824,0.01834732114553265,0.00403090964039735,0.0003254026967162047,0.0004112328607322981,0.00006227156714747585,0.0031432285550124337,0.010586470210844951,0.0016924953281880122,0.0018743577824266177,0.003141870395700732,0.00011321551413043833,0.845527245230377,0.4438588619232178,3.0688034853223787,1.8251822723418283,0.4452019929885864,-0.6413563369573843,1.445084457486675,0.44388189911842346,-0.11372256906742129,1.454846037216368,0.443977415561676,0.1340356349479208,1.8633932173429462,0.4437757730484009,-0.38799323375356254,1.9958416802019432,0.44436123967170715,-0.9309315925597015,1.6571465170356943,0.444526731967926,-0.2407017747242075,1.7532324485795971,0.4454989731311798,-0.0922161714450076
57.600461,0.004532084450459052,0.000795454563408625,0.0021955870747973017,0.005673168012333152,0.0027138735185549033,0.000559791023796202,0.0004868747401465352,0.0011067270992131638,0.0003701852985061748,0.021260784321548935,0.012110644626986768,0.0027731881425371533,0.00013883338639182778,0.00024335072013237296,0.00012777311045456606,0.0036430570026716874,0.005579352216068243,0.0010721870339932868,0.0011289914103217399,0.0016897173850414797,0.000093605908941741,0.6744067559649021,0.4341319799423218,3.0347384505216333,1.8467665403122224,0.43411344289779663,-0.6434818934955935,1.531355284480531,0.4341801404953003,-0.19348681728639683,1.4668863107751273,0.43429985642433167,0.1210188703053845,1.7161386246879753,0.4392803907394409,-0.45159203367793177,2.05133961130585,0.4346061944961548,-0.9605962040707561,1.8759510170332274,0.44457104802131653,-0.904564061018656,1.7740302553273242,0.4357047975063324,-0.08565875843981363
60.00048,0.006809042997947486,0.0018230588669854268,0.005071292636750318,0.007279996754887601,0.0018753124123411123,0.0013305583157557476,0.0008112319203655086,0.0006946303857203566,0.0004732431260666718,0.019431011863922022,0.004662985251889036,0.0034739279472752243,0.0002171423970146987,0.00006068132567913192,0.000060899430792057186,0.0037783816780741926,0.0036853877765782544,0.0005220846945611753,0.0014761968203289904,0.0010378237500344636,0.00012834363336329386,0.813926809703805,0.41527292132377625,2.9338134123000987,1.8516296352652943,0.41576850414276123,-0.6064057054088225,1.544720507020925,0.4150778353214264,-0.33341966776359433,1.2323478668225283,0.4151511490345001,0.0762853177852767,1.751862744381629,0.418579638004303,-0.30474193384796733,2.0360790743063477,0.41542428731918335,-0.9735288652599161,1.833529810582671,0.4218817949295044,-0.6361412093779149,1.7750847229126756,0.41646474599838257,-0.08272404501978015
62.000496,0.014500602107338976,0.014540484263482317,0.012480812871479967,0.014774575559676288,0.015383538035971964,0.005263240863273092,0.001351953110398807,0.004265160097387771,0.004570736144922728,0.04694989727577237,0.03642725629823866,0.004983307701975101,0.00031886418126772075,0.0008117825201264807,0.0000948480309538622,0.00967365978927943,0.020114405228715836,0.0034844550631070283,0.0027571058354759377,0.006345999047170501,0.000968973656126364,0.7721823452325345,0.42606109380722046,2.9645735071208827,1.8071808527306215,0.4278416037559509,-0.5654155212787986,1.4496908882067372,0.42599761486053467,-0.22641525267119889,1.5309606569401133,0.4261089265346527,0.05982475012813282,1.8014379235630922,0.4267313778400421,-0.21873028351786417,2.046842845699011,0.42635998129844666,-0.9839122562322227,1.5712375704948192,0.42502355575561523,0.024901665266203743,1.7850824428650256,0.42758435010910034,-0.13677678249178937
64.400515,0.0013439563000693525,0.0011422548338583932,0.0014264111937660015,0.0007008556215667678,0.0011397707107991943,0.0005829680021313876,0.00005274184560579071,0.00013662162661145792,0.0006057414250822534,0.001771466157815575,0.003722507431224831,0.0022714267527819414,0.00001874736128493735,0.00006409521994780842,0.00004543141642413161,0.0004479815742162707,0.0017005130986121754,0.0008281814453336548,0.00010436695741733093,0.0004732552589043475,0.00007911749623690847,0.7243642440977716,0.4325684905052185,2.887445181371339,1.8025055449238878,0.43387097120285034,-0.5181165545540263,1.5324233040802555,0.4327118992805481,-0.29001049743144947,1.4281611662789582,0.43281126022338867,-0.014243597003275266,1.7336074415612392,0.43579530715942383,-0.0654698182925979,1.993643511961449,0.4330931305885315,-1.029801744643838,1.5590488853287061,0.43746650218963623,0.00823214205322298,1.7869992324080317,0.43425253033638,-0.16152256241071283
65.600525,0.001984994437401293,0.0035990762290211216,0.001856747226984841,0.0017637559391041626,0.0029792636027122614,0.0018036616419046365,0.0002568895991318846,0.0009558964862623556,0.0008841235958039937,0.009524612052321128,0.007165416613809546,0.0026711229946186576,0.00007854484971277812,0.0001790274879381821,0.00010863978963745165,0.002632658081629244,0.0023828882697520012,0.00013704597770010246,0.0005060800913886759,0.0014518684371232708,0.00009210038874178582,0.8962108681146206,0.45096129179000854,2.8150487950137464,1.7362353260051768,0.45112237334251404,-0.47731590598186857,1.5170722610489693,0.45072153210639954,-0.3071183912996136,1.4715234168461262,0.4507911801338196,0.01260439509657063,1.6220476327803715,0.45164692401885986,-0.07682050087260217,2.0830062332895363,0.45102375745773315,-1.0107723514004678,1.589920504189631,0.45222294330596924,0.08059782380491987,1.78029338139619,0.4521614611148834,-0.1694256701778607
66.800534,0.004100616481667653,0.002203231549911553,0.002729068684373421,0.003275789696404001,0.0021916343023644955,0.001519381294166133,0.00019189528725800043,0.0003002063448869247,0.003141183934076187,0.0216018028426015,0.00533790421177285,0.006429996853331694,0.00022134352571919432,0.00005049498150093204,0.0009597989479558757,0.007244072269405924,0.002443347123754682,0.001705742370147419,0.0009443314887618695,0.0005884257717965689,0.00009279811246575878,0.8602470132317721,0.424618124961853,2.8157686104164537,1.7765080252557457,0.42475831508636475,-0.46864628175851,1.5164987501740503,0.42455220222473145,-0.3238006904149122,1.551640764370474,0.42463257908821106,0.1174941666720768,1.7184474838835526,0.42244216799736023,-0.06385707309560607,2.0669694787431703,0.42489248514175415,-1.02767487564571,1.6417560837218894,0.41717714071273804,-0.15266624647333327,1.7935540331903042,0.42600518465042114,-0.1844734959923695
69.200554,0.011218070064172024,0.018487108249537067,0.006046851765452542,0.011515966368751783,0.014624204430719287,0.008509461629046937,0.0010148076125722596,0.005536162954564952,0.0019050540567818468,0.05145091964020519,0.08245728062586907,0.007204897843616039,0.000537344666684631,0.0007662411211255515,0.000037087370936358634,0.01570908447627009,0.009664762648616406,0.0032415375583705825,0.0029305624625555853,0.005927827352111642,0.0007127926037439021,0.893736558083974,0.40976467728614807,2.807902867668652,1.7760394742033794,0.41109180450439453,-0.46819901775152495,1.4744627443543534,0.4096814692020416,-0.19796355708491697,1.4636671112490964,0.40975120663642883,0.1514576834203858,1.688854453597428,0.4118020832538605,0.08370366940340102,2.0301181927589806,0.41003721952438354,-0.9878292071677905,1.5666659453084428,0.4106696546077728,0.14406691869826105,1.7897226560542925,0.4110639691352844,-0.20913255275342113
71.20057,0.00994332280990476,0.004385276974074899,0.0030122165025228396,0.006017405074744462,0.002764217152776952,0.003360973878299799,0.00030487985175542745,0.0015670669380717132,0.0009628742132383169,0.0261198173298877,0.022759832878821672,0.004311771411706995,0.00012499313976923617,0.00014379742754357192,0.00003203043309450519,0.003951461932155589,0.0037093876358802124,0.0011984400242323098,0.0021643244147729413,0.0014289057350680577,0.00044217425748578257,0.9190153670983062,0.40863507986068726,2.789789138875281,1.7881006255795198,0.41046270728111267,-0.40570790103826226,1.4993470982473531,0.4084705114364624,-0.09859954857593323,1.289520151001162,0.4085797667503357,0.2070242648045144,1.638527246453652,0.411088228225708,0.2170432581031574,2.035275768714004,0.40884315967559814,-1.0003529888021485,1.6171453403170781,0.41232413053512573,-0.018695929529046307,1.7997492209306087,0.41001611948013306,-0.17624955513500629
73.600589,0.002533299445809924,0.005827175902054472,0.0011931839987889233,0.003746135285982901,0.00142380175976019,0.004117935689113585,0.00020913368658435994,0.0008324372700244796,0.0008473077402504072,0.009724095723640613,0.014659289062199552,0.0032982998933742407,0.0001383330344835137,0.00010612941732593755,0.00006097174237123231,0.001245368911922435,0.0023699775434854967,0.000731390959855454,0.0006708636715395357,0.0009173158406343928,0.00012100710592210574,0.662013898498578,0.4267498552799225,2.7276618151198635,1.7246175311301837,0.42731791734695435,-0.3937180741007662,1.5203641846418028,0.42652416229248047,-0.13590489851952103,1.3720551931146534,0.4265928268432617,0.2688765685122947,1.647396018215813,0.4286024272441864,0.13610301228893995,2.0440144957347552,0.4268587827682495,-1.0027795647668858,1.6155010529616387,0.42878061532974243,-0.050524153650317594,1.7882609203683293,0.42800164222717285,-0.18733595153376248
74.800598,0.009704971863432835,0.003960234603032973,0.0074156695706277375,0.012324769142978588,0.0013449348829699876,0.005281419893610601,0.0012077009316401857,0.0009391505953541527,0.0010991065840716412,0.035874080930455056,0.021189598816943808,0.004850654033085962,0.0002345789220178525,0.0000393491906118034,0.00012185056509604406,0.006792422199587118,0.0017452639067866967,0.0018073663212692338,0.0022255124122135183,0.0012028568318963396,0.0002946045966559402,0.9559905226793346,0.40832462906837463,2.7038393147198176,1.7640139047325638,0.4086751639842987,-0.3825676430887377,1.4660079089378544,0.4082866311073303,-0.14059904142715451,1.4037704713475236,0.4083939492702484,0.2615931402495124,1.7352651747670345,0.4099787473678589,0.0027784101221000057,2.000888206246336,0.40867725014686584,-0.9847925145705112,1.5127413162926084,0.4104551076889038,-0.0034220683864951695,1.8103285507552014,0.40979260206222534,-0.23777418848350607
76.800614,0.005550754790845808,0.013461519392336141,0.006111896153322187,0.008474413615225659,0.0021055699555852275,0.0034239589668820917,0.00122626062637572,0.0020622115062450905,0.001014724603257442,0.025825666326213657,0.034546266224877886,0.004421330265678622,0.00027586787178374747,0.00014902141146637076,0.00008568416281809936,0.005758674916593056,0.0016794091780240091,0.0022534569219130416,0.0012094632766418481,0.0017941099886455438,0.00015585015823684674,0.8220401381740133,0.4138246178627014,2.6722916354978743,1.678425674355373,0.4146611988544464,-0.2616866667627167,1.4089826483416683,0.4138928949832916,-0.055416910819857446,1.3195140462751052,0.4140048921108246,0.2776618682141181,1.881288497656734,0.4170502722263336,-0.6097368059193693,1.9895835879101955,0.4143204689025879,-0.9086653640043858,1.7377649988457275,0.41867536306381226,-0.3216309379339002,1.8151324441908747,0.41545119881629944,-0.24500959784027865
78.80063,0.0039946074105300525,0.005281299956170902,0.0017550292239631744,0.006385893299563391,0.002550481279406439,0.0008346361507584878,0.0007878524119895508,0.0037283758735159626,0.0006216900216994041,0.018157313884221746,0.03103656269595355,0.0030902504445544077,0.00016022559866851494,0.000060729886231613046,0.00002815105326918488,0.0036197934152162104,0.004263286688826606,0.00042011146903163317,0.0007573421383510054,0.0015676027049024864,0.00011219807656049651,0.794981479959909,0.3926672041416168,2.5314525294935395,1.714792943193995,0.39358556270599365,-0.1520054264638797,1.4195656667524879,0.3924187421798706,0.10530322151272564,1.3237575226180711,0.392488956451416,0.39785750218960425,1.801889357294732,0.3895960748195648,-0.25154846691251453,2.052516684001123,0.3927673101425171,-0.9515799915758762,1.8196913917519115,0.3912258446216583,-0.4717493633508063,1.8153008012053877,0.3939706087112427,-0.26562674549742793
81.600653,0.004001500270617473,0.012220329148652797,0.0028589091085757796,0.007398136753134267,0.0017344535497553814,0.0011660344530951112,0.00091409691314524,0.0045123940139784055,0.00017596686489578832,0.015691924657906656,0.033661821081429025,0.0030503182966358884,0.00029818743267729926,0.00007284068242682956,0.00005522977091095478,0.0024600947454153847,0.007601951034208033,0.0002815482717522986,0.0007180553032185285,0.0013859125869389757,0.00007540944755141285,0.9947364217669974,0.3960936367511749,2.2818737388478283,1.6963836277994133,0.39690113067626953,-0.26575254168707696,1.3876012783371148,0.3958422541618347,0.6640637618185323,1.3564345739917638,0.39593660831451416,0.47417500426472126,1.7387638447966334,0.3915441632270813,-0.00732092565592124,1.9917275410828423,0.3961765170097351,-0.9565137127652621,1.625144290686177,0.38959652185440063,-0.04258768575064131,1.8333627679122544,0.3974713981151581,-0.3068998302688133
82.800662,0.0006860522441752493,0.012687939548337811,0.004023997744820029,0.0024999185816051415,0.0019006508325834668,0.009904078541694186,0.00028806358073289967,0.002265531194318995,0.0008231934927722212,0.00555812303074587,0.020868506569394416,0.0026284994032253427,0.0000718104937991818,0.00006172461121912975,0.00010779684437337363,0.0015774637776072192,0.0054860717466151815,0.001758459074380919,0.0003261328054003779,0.001263645883851099,0.00020977053143870163,0.6903058760578207,0.3813379108905792,2.5976373860245063,1.7620975296410357,0.38183173537254333,-0.27142068959935806,1.3795994529749562,0.3812023103237152,0.13919095031893125,1.2032499698745014,0.3812766373157501,0.37375938075676274,1.7559835737475629,0.3825697600841522,0.16808028747344528,1.7422585065177496,0.3815709948539734,-0.9601222445474025,1.6180458214309499,0.3857744038105011,-0.03551139708955198,1.8315008961665717,0.38275957107543945,-0.311564997851947
